date_id,mttnsubad,raw_account_id,raw_account_name,raw_publisher_id,raw_publisher_name,raw_campaign_id,raw_campaign_name,raw_placement_id,raw_placement_name,raw_creative_id,raw_creative_name,currency_code,division,market,pillar,campaign,platform,creative,creative_format,creative_length,media_buy_type,publisher,audience_device,audience_targeting_type,audience_device_targeted,creative_product,creative_feature,creative_cta,clicks,video_starts,views_25,views_50,views_75,views_100,event_click,event_install,event_install_tvplus_subscription,event_install_tv_show_purchases,event_install_video_rentals,event_install_movie_purchases,event_install_tvplus_entitlements,event_install_tv_subscriptions,bounces,visits,potential_phone_buyer_visit,impressions,potential_mac_buyer_visit,potential_ipad_buyer_visit,potential_watch_buyer_visit,potential_homepod_buyer_visit,potential_TheBrand_tv_buyer_visit,accessories_add_to_cart_visit,cid,event_install_aristotle,event_fitness_plus_subscription_yearly,event_fitness_plus_subscription_monthly,potential_fitnessplus_try_it_free_visits,event_install_news_subscriptions,event_install_ios_app_store_inapp_purchases,event_install_music_subscriptions,event_install_ios_app_store_download,event_install_ios_app_store_redownload,event_install_tv_channel_subscription,campaign_fiscal_year,campaign_time_period,placement_channel,placement_format,placement_type,device_operating_system,audience_targeting_segment,landing_page_type,placement_tracking_type,creative_market_language,creative_dimensions,creative_offer,creative_carrier,creative_landing_page_dco,creative_copy,airpods_add_to_cart_visits,page_views,total_seconds_spent,airtags_add_to_cart_visits,spend_net_lc,spend_net_usd,app_downloads_vuze,campaign_channel,engagements,bounces_dotcom,bounces_experience,visits_dotcom,visits_experience,total_seconds_spent_dotcom,total_seconds_spent_experience,page_views_dotcom,page_views_experience,event_install_fitnessplus_entitlements,cid_creative,event_install_tvplus_amplify_subscription,event_fitness_plus_subscription,event_install_mls_subscription,mac_bf_engager,watch_bf_engager,ipad_bf_engager,phone_bf_engager
13/01/2023,3045780,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32252210,ch2302phModel6-chde-phnupabc-eur-tw-twi-cpc-avail-static,40711545,03045780_wwa_ch_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_chde_14plv11_static_11ar_ban_yxivs_bbdspl_na_na_na_na_phModeldef,NA,,EUR,Marcom,Switzerland,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235,0,0,0,0,0,0,wwa-ch-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModeldeft-gnt-broa-cmplp-ftr-chde-14plv11-static-11ar-ban-yxivs-bbdspl-na-na-na-na-phModeldef-03045780,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Switzerland, German",1:1 AR,NA,NA,NA,phModeldef,0,,0,,15.99,17.4291,,Digital,23,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
13/01/2023,3066751,4.5036E+15,THE BRAND Marcom - SEA - OMD Singapore,NA,NA,32245506,02967646_marcom_digital_phone_2023 phone modelabc upgraders_fy23_evergreen_q2_my2302002_cpc_14v8,40702571,03066751_wwa_my_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel7t_gnt_broa_cmplp_ftr_myen_14v8_static_11ar_ban_yxiv_bbdspl_na_upg_na_na_phModel8,NA,,SGD,Marcom,Malaysia,phone,2023 phone modelabc Upgraders,Social,phone modelabc vs. phone 8 Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 7 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,Upgrade Now,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14391,0,0,0,0,0,0,wwa-my-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel7t-gnt-broa-cmplp-ftr-myen-14v8-static-11ar-ban-yxiv-bbdspl-na-upg-na-na-phModel8-03066751,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Malaysia, English",1:1 AR,NA,NA,NA,phModel8,0,,0,,48.22,36.5303,,Digital,152,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
13/01/2023,3045729,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32252202,uk2302phModel6-uk-phnupabc-gbp-tw-twi-cpc-avail-static,40711505,03045729_wwa_uk_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModelxt_gnt_broa_cmplp_ftr_uken_14plvx_static_11ar_ban_yxivs_bbdspl_na_na_na_na_phModelx,NA,,GBP,Marcom,United Kingdom,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10156,0,0,0,0,0,0,wwa-uk-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModelxt-gnt-broa-cmplp-ftr-uken-14plvx-static-11ar-ban-yxivs-bbdspl-na-na-na-na-phModelx-03045729,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"United Kingdom, English",1:1 AR,NA,NA,NA,phModelx,0,,0,,19.54,24.0342,,Digital,95,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
14/01/2023,3007294,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,a8678f0e-8ccc-4e6f-b8dc-fed0aa6a29e1,TR2302phModel6-TR-phnupabc-EUR-SNA-SNA-CPC-Avail-Static,e6ef003d-e94b-44e7-b943-84d603d56a66,03007294_wwa_tr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModeldeft_bhv_photog_cmplp_ftr_trtr_14plv11_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,d71ae5a4-2846-4b80-81ea-76035142eeaf,03007294_wwa_tr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModeldeft_bhv_photog_cmplp_ftr_trtr_14plv11_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,EUR,Marcom,Turkey,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,0,0,0,0,0,0,wwa-tr-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModeldeft-bhv-photog-cmplp-ftr-trtr-14plv11-static-916ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007294,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"Turkey, Turkish",9:16 AR,NA,NA,NA,NA,0,,0,,7.35,8.0115,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
14/01/2023,3045772,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32252211,ch2302phModel6-chfr-phnupabc-eur-tw-twi-cpc-avail-static,40711549,03045772_wwa_ch_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_chfr_14plv11_static_11ar_ban_yxivs_bbdspl_na_na_na_na_phModeldef,NA,,EUR,Marcom,Switzerland,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,wwa-ch-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModeldeft-gnt-broa-cmplp-ftr-chfr-14plv11-static-11ar-ban-yxivs-bbdspl-na-na-na-na-phModeldef-03045772,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Switzerland, French",1:1 AR,NA,NA,NA,phModeldef,0,,0,,28.53,31.0977,,Digital,37,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
14/01/2023,2997779,380749300,The Brand -US PST,NA,NA,32103862,02967646_marcom_digital_phone_2023 phone modelabc upgraders_fy23_evergreen_apzphModel697_twitter_cpc_display size_phone modelabc plus vs phone modelxyz_static_ios_all targeting_compare lp_att,40525630,02997779_wwa_us_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_usen_14plv11_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_phModeldef,NA,,USD,Marcom,United States,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288659,0,0,0,0,0,0,wwa-us-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModeldeft-gnt-broa-cmplp-ftr-usen-14plv11-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-phModeldef-02997779,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"United States, English",1:1 AR,NA,NA,NA,phModeldef,0,,0,,642.37,642.37,,Digital,2118,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
14/01/2023,3045903,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,4ad04551-8527-4856-bc0d-dc1455d51aa2,IT2302phModel6-IT-phnupabc-EUR-SNA-SNA-CPC-Avail-Statics,0c2974ce-4caf-46eb-972c-71d827c3d7f4,03045903_wwa_it_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_itit_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,1b5f4199-28e0-43aa-8145-2046c07e5054,03045903_wwa_it_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_itit_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,EUR,Marcom,Italy,phone,2023 phone modelabc Upgraders,Social,phone modelabc vs. phone 8 Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone 8 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,wwa-it-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModel8t-bhv-photog-cmplp-ftr-itit-14v8-static-916ar-ban-yxiv-bbdspl-na-na-na-na-phModel8-03045903,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"Italy, Italian",9:16 AR,NA,NA,NA,phModel8,0,,0,,2.68,2.9212,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
14/01/2023,3237782,na,DV360,NA,NA,id_52985256,Q223 IN phone: Upgraders Programmatic Display Campaign (IN2302008),id_3237782,3067880_wwa_in_dis_phModeln_phnupabc_pdis_dv360d_staf_stbr_cpm_ios_mob_phModelxrt_gnt_broa_cmplp_ftr_inen_14plv11in_static_320x480_ban_yxivs_bbdspl_na_upg_na_dco_phModeldef,id_465897869,110123_03067880_wwa_in_dis_phModeln_phnupabc_pdis_dv360d_staf_stbr_cpm_ios_mob_phModelxrt_gnt_broa_cmplp_ftr_inen_14plv11in_static_320x480_ban_yxivs_bbdspl_na_upg_na_dco_phModeldef_3237782,INR,Marcom,India,phone,2023 phone modelabc Upgraders,Programmatic Display,phone modelabc Plus vs. phone modelxyz Display Size - IN only,Static,Banner (Not a Video),Cost per Thousand Impressions,DV360 DSP,Mobile,Broad/General Targeting,phone XR Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,1,0,,,,,0,0,0,0,0,0,0,0,,,,521,,,,,,,,0,0,0,,0,0,0,0,0,0,FY23,Evergreen,Digital Display,Static,Standard Banner,iOS,Broad Audience,Compare Page,NA,"India, English",320x480,NA,NA,dco,phModeldef,0,,0,,915.0644,11.1798,,Digital,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
14/01/2023,3045927,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,3dd710fb-1107-49a3-bce1-d508348c8861,CH2302phModel6-CHDE-phnupabc-EUR-SNA-SNA-CPC-Avail-Statics,8096f4e1-1ced-4be2-814e-48eb6154add7,03045927_wwa_ch_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_chde_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,995b8e6a-8b82-482e-b7ee-6ba19491c608,03045927_wwa_ch_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_chde_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,EUR,Marcom,Switzerland,phone,2023 phone modelabc Upgraders,Social,phone modelabc vs. phone 8 Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone 8 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,wwa-ch-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModel8t-bhv-photog-cmplp-ftr-chde-14v8-static-916ar-ban-yxiv-bbdspl-na-na-na-na-phModel8-03045927,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"Switzerland, German",9:16 AR,NA,NA,NA,phModel8,0,,0,,2.62,2.8558,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
14/01/2023,3066683,4.5036E+15,THE BRAND Marcom - IN - OMD India,NA,NA,32269269,marcom_phone_q223_in2302002_upgraders_cpc_static_ios,40732365,03066683_wwa_in_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel8pt_gnt_broa_cmplp_ftr_inen_14plv8plin_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_phModel8pl,NA,,INR,Marcom,India,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone 8 Plus Display Size - IN only,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 8 Plus Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5525,0,0,0,0,0,0,wwa-in-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel8pt-gnt-broa-cmplp-ftr-inen-14plv8plin-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-phModel8pl-03066683,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"India, English",1:1 AR,NA,NA,NA,phModel8pl,0,,0,,1599.03,19.5361,,Digital,82,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
15/01/2023,3045736,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32252203,de2302phModel6-de-phnupabc-eur-tw-twi-cpc-avail-static,40711508,03045736_wwa_de_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel8pt_gnt_broa_cmplp_ftr_dede_14plv8pl_static_11ar_ban_yxivs_bbdspl_na_na_na_na_phModel8pl,NA,,EUR,Marcom,Germany,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone 8 Plus Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 8 Plus Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,wwa-de-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel8pt-gnt-broa-cmplp-ftr-dede-14plv8pl-static-11ar-ban-yxivs-bbdspl-na-na-na-na-phModel8pl-03045736,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Germany, German",1:1 AR,NA,NA,NA,phModel8pl,0,,0,,8.37,9.1233,,Digital,19,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
15/01/2023,3007280,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32207470,tr2302phModel6-tr-phnupabc-eur-tw-twi-cpc-avail-static,40655889,03007280_wwa_tr_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModelxt_gnt_broa_cmplp_ftr_trtr_14plvx_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_na,NA,,EUR,Marcom,Turkey,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12361,0,0,0,0,0,0,wwa-tr-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModelxt-gnt-broa-cmplp-ftr-trtr-14plvx-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007280,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Turkey, Turkish",1:1 AR,NA,NA,NA,NA,0,,0,,10.02,10.9218,,Digital,229,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
15/01/2023,3019065,4.5036E+15,The Brand -Australia,NA,NA,32093754,02967646_marcom_digital_phone_2023 phone modelabc upgraders_fy23_evergreen_036779_223phModelsoc17_q223_au_twitter_cpc_static_:00s_upgraders,40511773,03019065_wwa_au_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel7p8pt_gnt_broa_cmplp_ftr_auen_14plv8pl_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_na,NA,,AUD,Marcom,Australia,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone 8 Plus Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 7 Plus & 8 Plus Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,0,0,0,0,0,wwa-au-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel7p8pt-gnt-broa-cmplp-ftr-auen-14plv8pl-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-na-03019065,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Australia, English",1:1 AR,NA,NA,NA,NA,0,,0,,12.2,8.54,,Digital,30,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
15/01/2023,3007266,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32207467,ae2302phModel6-aear-phnupabc-eur-tw-twi-cpc-avail-static,40655879,03007266_wwa_ae_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_aear_14plv11_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_na,NA,,EUR,Marcom,United Arab Emirates,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6446,0,0,0,0,0,0,wwa-ae-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModeldeft-gnt-broa-cmplp-ftr-aear-14plv11-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007266,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"United Arab Emirates, Arabic",1:1 AR,NA,NA,NA,NA,0,,0,,8.25,8.9925,,Digital,83,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
15/01/2023,3007265,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32207467,ae2302phModel6-aear-phnupabc-eur-tw-twi-cpc-avail-static,40655878,03007265_wwa_ae_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel8pt_gnt_broa_cmplp_ftr_aear_14plv8pl_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_na,NA,,EUR,Marcom,United Arab Emirates,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone 8 Plus Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 8 Plus Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,wwa-ae-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel8pt-gnt-broa-cmplp-ftr-aear-14plv8pl-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007265,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"United Arab Emirates, Arabic",1:1 AR,NA,NA,NA,NA,0,,0,,0,0,,Digital,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
15/01/2023,3078166,c41ab689-9a4d-4969-967a-d9270ddcde06,The Brand -Marcom - CA 2.0 - CAD,NA,NA,ad1738aa-e2c0-466f-807a-aef65d9c5ff1,02967646_Marcom_Digital_phone_2023 phone modelabc Upgraders_FY23_Evergreen_FY23_Q2_AC3MIP223_Display Size_CAEN_Snapchat_CPC_phModeldef_Telus,63c2a044-e8ee-4b23-a207-87ba43fbb4a5,03078166_wwa_ca_soc_phModeln_phnupabc_socl_snap_staf_usrpbs_cpc_ios_mob_phModelxr112t_gnt_broa_cmplp_ftr_caen_14plv11_static_916ar_ban_yxivs_bbdspl_na_upg_telus_na_phModeldef,beedbda4-68dd-408f-b32c-56b62897717b,03078166_wwa_ca_soc_phModeln_phnupabc_socl_snap_staf_usrpbs_cpc_ios_mob_phModelxr112t_gnt_broa_cmplp_ftr_caen_14plv11_static_916ar_ban_yxivs_bbdspl_na_upg_telus_na_phModeldef,CAD,Marcom,Canada,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Broad/General Targeting,"phone XR, 11, 12 Device Targeting",phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,wwa-ca-soc-phModeln-phnupabc-socl-snap-staf-usrpbs-cpc-ios-mob-phModelxr112t-gnt-broa-cmplp-ftr-caen-14plv11-static-916ar-ban-yxivs-bbdspl-na-upg-telus-na-phModeldef-03078166,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User/Publisher Stories,iOS,Broad Audience,Compare Page,NA,"Canada, English",9:16 AR,NA,Telus,NA,phModeldef,0,,0,,20,15.0376,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
16/01/2023,3045887,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,6c994517-59ca-4ae8-952b-c16ea535492e,DE2302phModel6-DE-phnupabc-EUR-SNA-SNA-CPC-Avail-Statics,888bb31d-2891-44e3-9cce-b608ce708593,03045887_wwa_de_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_dede_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,2db7cb03-98f9-487d-943a-e3328e7a45a9,03045887_wwa_de_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_dede_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,EUR,Marcom,Germany,phone,2023 phone modelabc Upgraders,Social,phone modelabc vs. phone 8 Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone 8 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,0,0,0,0,0,0,wwa-de-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModel8t-bhv-photog-cmplp-ftr-dede-14v8-static-916ar-ban-yxiv-bbdspl-na-na-na-na-phModel8-03045887,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"Germany, German",9:16 AR,NA,NA,NA,phModel8,0,,0,,28.95,31.5555,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
